,applicant_job_title,official_record_job_title,status,rule
3374,jr business analyst,senior,True,Rule 6 (Invalid title)
3375,lead automation testing,lead developer,True,Rule 6 (Invalid title)
3376,middle business analyst,intern testing,True,Rule 6 (Invalid title)
3377,lead health fitness,lead operations manager,True,Rule 6 (Invalid title)
3378,mid,sr arts,True,Rule 6 (Invalid title)
3379,middle database,intern testing,True,Rule 6 (Invalid title)
3380,jr data science,intern health fitness,True,Rule 6 (Invalid title)
3381,lead advocate,trainee arts,True,Rule 6 (Invalid title)
3382,sr,junior testing,True,Rule 6 (Invalid title)
3383,web designing,jr database,True,Rule 6 (Invalid title)
3384,sr advocate,lead blockchain,True,Rule 6 (Invalid title)
3385,intern,trainee devops engineer,True,Rule 6 (Invalid title)
3386,middle n/a,junior database,True,Rule 6 (Invalid title)
3387,intern dotnet developer,lead,True,Rule 6 (Invalid title)
3388,lead dotnet developer,trainee,True,Rule 6 (Invalid title)
3389,blockchain,middle developer,True,Rule 6 (Invalid title)
3390,senior automation testing,sr arts,True,Rule 6 (Invalid title)
3391,middle database,intern dotnet developer,True,Rule 6 (Invalid title)
3392,senior civil engineer,intern automation testing,True,Rule 6 (Invalid title)
3393,lead operations manager,trainee automation testing,True,Rule 6 (Invalid title)
3394,trainee web designing,trainee business analyst,True,Rule 6 (Invalid title)
3395,jr operations manager,junior data science,True,Rule 6 (Invalid title)
3396,sr testing,junior database,True,Rule 6 (Invalid title)
3397,middle hr,lead,True,Rule 6 (Invalid title)
3398,database,junior web designing,True,Rule 6 (Invalid title)
3399,mid devops engineer,intern hr,True,Rule 6 (Invalid title)
3400,intern devops engineer,trainee data science,True,Rule 6 (Invalid title)
3401,mid n/a,trainee civil engineer,True,Rule 6 (Invalid title)
3402,lead automation testing,trainee web designing,True,Rule 6 (Invalid title)
3403,senior devops engineer,sr devops engineer,True,Rule 3 (Exact / near match)
3404,jr developer,lead,True,Rule 6 (Invalid title)
3405,devops engineer,middle n/a,True,Rule 6 (Invalid title)
3406,jr web designing,mid operations manager,True,Rule 6 (Invalid title)
3407,lead developer,lead blockchain,True,Rule 6 (Invalid title)
3408,middle arts,lead advocate,True,Rule 6 (Invalid title)
3409,middle web designing,sr sales,True,Rule 6 (Invalid title)
3410,dotnet developer,sr health fitness,True,Rule 6 (Invalid title)
3411,senior health fitness,senior operations manager,True,Rule 6 (Invalid title)
3412,intern arts,trainee automation testing,True,Rule 6 (Invalid title)
3413,,trainee hr,True,Rule 6 (Invalid title)
3414,sr web designing,junior testing,True,Rule 6 (Invalid title)
3415,jr devops engineer,sr testing,True,Rule 6 (Invalid title)
3416,civil engineer,middle data science,True,Rule 6 (Invalid title)
3417,jr developer,trainee web designing,True,Rule 6 (Invalid title)
3418,intern business analyst,sr,True,Rule 6 (Invalid title)
3419,mid blockchain,lead web designing,True,Rule 6 (Invalid title)
3420,senior blockchain,sr developer,True,Rule 6 (Invalid title)
3421,senior sales,junior database,True,Rule 6 (Invalid title)
3422,jr network security engineer,middle arts,True,Rule 6 (Invalid title)
3423,intern developer,sr data science,True,Rule 6 (Invalid title)
3424,middle health fitness,sr,True,Rule 6 (Invalid title)
3425,network security engineer,sr data science,True,Rule 6 (Invalid title)
3426,junior automation testing,trainee arts,True,Rule 6 (Invalid title)
3427,sr mechanical engineer,lead testing,True,Rule 6 (Invalid title)
3428,mid arts,intern civil engineer,True,Rule 6 (Invalid title)
3429,dotnet developer,trainee database,True,Rule 6 (Invalid title)
3430,sales,middle business analyst,True,Rule 6 (Invalid title)
3431,middle sales,junior testing,True,Rule 6 (Invalid title)
3432,dotnet developer,senior data science,True,Rule 6 (Invalid title)
3433,sales,developer,True,Rule 6 (Invalid title)
3434,jr database,junior advocate,True,Rule 6 (Invalid title)
3435,jr,senior operations manager,True,Rule 6 (Invalid title)
3436,business analyst,senior arts,True,Rule 6 (Invalid title)
3437,sr dotnet developer,trainee testing,True,Rule 6 (Invalid title)
3438,mid n/a,sr sales,True,Rule 6 (Invalid title)
3439,jr blockchain,intern database,True,Rule 6 (Invalid title)
3440,sr sales,sr automation testing,True,Rule 6 (Invalid title)
3441,jr data science,sr operations manager,True,Rule 6 (Invalid title)
3442,middle data science,junior arts,True,Rule 6 (Invalid title)
3443,middle blockchain,intern mechanical engineer,True,Rule 6 (Invalid title)
3444,senior n/a,intern advocate,True,Rule 6 (Invalid title)
3445,sr mechanical engineer,lead blockchain,True,Rule 6 (Invalid title)
3446,junior automation testing,lead blockchain,True,Rule 6 (Invalid title)
3447,senior sales,trainee dotnet developer,True,Rule 6 (Invalid title)
3448,middle developer,intern web designing,True,Rule 6 (Invalid title)
3449,sr devops engineer,lead devops engineer,True,Rule 3 (Exact / near match)
3450,intern health fitness,lead arts,True,Rule 6 (Invalid title)
3451,middle hr,middle automation testing,True,Rule 6 (Invalid title)
3452,senior health fitness,trainee arts,True,Rule 6 (Invalid title)
3453,intern developer,lead arts,True,Rule 6 (Invalid title)
3454,lead sales,trainee sales,True,Rule 3 (Exact / near match)
3455,mechanical engineer,intern sales,True,Rule 6 (Invalid title)
3456,jr dotnet developer,junior n/a,True,Rule 6 (Invalid title)
3457,data science,lead database,True,Rule 6 (Invalid title)
3458,junior database,junior health fitness,True,Rule 6 (Invalid title)
3459,sr advocate,trainee testing,True,Rule 6 (Invalid title)
3460,senior civil engineer,junior blockchain,True,Rule 6 (Invalid title)
3461,blockchain,senior web designing,True,Rule 6 (Invalid title)
3462,mid mechanical engineer,lead web designing,True,Rule 6 (Invalid title)
3463,mechanical engineer,lead hr,True,Rule 6 (Invalid title)
3464,senior health fitness,trainee advocate,True,Rule 6 (Invalid title)
3465,jr n/a,junior automation testing,True,Rule 6 (Invalid title)
3466,jr operations manager,sr,True,Rule 6 (Invalid title)
3467,middle sales,junior web designing,True,Rule 6 (Invalid title)
3468,middle arts,intern dotnet developer,True,Rule 6 (Invalid title)
3469,trainee business analyst,trainee testing,True,Rule 6 (Invalid title)
3470,mid operations manager,trainee arts,True,Rule 6 (Invalid title)
3471,middle devops engineer,intern,True,Rule 6 (Invalid title)
3472,middle health fitness,mid n/a,True,Rule 6 (Invalid title)
3473,middle hr,intern mechanical engineer,True,Rule 6 (Invalid title)
3474,dotnet developer,n/a,True,Rule 6 (Invalid title)
3475,jr hr,lead dotnet developer,True,Rule 6 (Invalid title)
3476,middle testing,lead data science,True,Rule 6 (Invalid title)
3477,senior business analyst,sr,True,Rule 6 (Invalid title)
3478,mid sales,junior data science,True,Rule 6 (Invalid title)
3479,intern,trainee,True,Rule 3 (Exact / near match)
3480,jr web designing,middle,True,Rule 6 (Invalid title)
3481,junior arts,trainee,True,Rule 6 (Invalid title)
3482,junior hr,junior civil engineer,True,Rule 6 (Invalid title)
3483,arts,mechanical engineer,True,Rule 6 (Invalid title)
3484,senior web designing,trainee blockchain,True,Rule 6 (Invalid title)
3485,devops engineer,junior automation testing,True,Rule 6 (Invalid title)
3486,senior advocate,intern blockchain,True,Rule 6 (Invalid title)
3487,middle database,trainee devops engineer,True,Rule 6 (Invalid title)
3488,middle database,sr testing,True,Rule 6 (Invalid title)
3489,database,junior hr,True,Rule 6 (Invalid title)
3490,jr hr,junior automation testing,True,Rule 6 (Invalid title)
3491,sr testing,lead n/a,True,Rule 6 (Invalid title)
3492,mid business analyst,intern database,True,Rule 6 (Invalid title)
3493,middle n/a,sr operations manager,True,Rule 6 (Invalid title)
3494,mid web designing,trainee testing,True,Rule 6 (Invalid title)
3495,network security engineer,trainee blockchain,True,Rule 6 (Invalid title)
3496,n/a,jr testing,True,Rule 6 (Invalid title)
3497,,trainee operations manager,True,Rule 6 (Invalid title)
3498,middle operations manager,sr testing,True,Rule 6 (Invalid title)
3499,junior n/a,junior operations manager,True,Rule 6 (Invalid title)
3500,middle developer,mid testing,True,Rule 6 (Invalid title)
3501,,lead developer,True,Rule 6 (Invalid title)
3502,health fitness,sr hr,True,Rule 6 (Invalid title)
3503,senior devops engineer,lead hr,True,Rule 6 (Invalid title)
3504,jr automation testing,trainee health fitness,True,Rule 6 (Invalid title)
3505,senior mechanical engineer,middle n/a,True,Rule 6 (Invalid title)
3506,senior automation testing,sr,True,Rule 6 (Invalid title)
3507,mid hr,trainee operations manager,True,Rule 6 (Invalid title)
3508,mid testing,sr n/a,True,Rule 6 (Invalid title)
3509,mid,sr web designing,True,Rule 6 (Invalid title)
3510,jr database,mid blockchain,True,Rule 6 (Invalid title)
3511,health fitness,lead developer,True,Rule 6 (Invalid title)
3512,intern health fitness,lead data science,True,Rule 6 (Invalid title)
3513,n/a,junior mechanical engineer,True,Rule 6 (Invalid title)
3514,trainee data science,trainee mechanical engineer,True,Rule 6 (Invalid title)
3515,mid hr,lead hr,True,Rule 3 (Exact / near match)
3516,junior data science,junior hr,True,Rule 6 (Invalid title)
3517,jr advocate,intern database,True,Rule 6 (Invalid title)
3518,mid sales,trainee mechanical engineer,True,Rule 6 (Invalid title)
3519,intern arts,junior developer,True,Rule 6 (Invalid title)
3520,n/a,network security engineer,True,Rule 6 (Invalid title)
3521,mid arts,sr hr,True,Rule 6 (Invalid title)
3522,junior,lead business analyst,True,Rule 6 (Invalid title)
3523,web designing,middle business analyst,True,Rule 6 (Invalid title)
3524,jr civil engineer,lead database,True,Rule 6 (Invalid title)
3525,mid mechanical engineer,sr blockchain,True,Rule 6 (Invalid title)
3526,senior web designing,intern blockchain,True,Rule 6 (Invalid title)
3527,jr advocate,trainee advocate,True,Rule 3 (Exact / near match)
3528,senior mechanical engineer,mid automation testing,True,Rule 6 (Invalid title)
3529,advocate,junior data science,True,Rule 6 (Invalid title)
3530,jr database,junior developer,True,Rule 6 (Invalid title)
3531,middle blockchain,intern hr,True,Rule 6 (Invalid title)
3532,middle,sr data science,True,Rule 6 (Invalid title)
3533,sr network security engineer,lead blockchain,True,Rule 6 (Invalid title)
3534,data science,middle web designing,True,Rule 6 (Invalid title)
3535,sr mechanical engineer,trainee web designing,True,Rule 6 (Invalid title)
3536,lead n/a,lead automation testing,True,Rule 6 (Invalid title)
3537,senior civil engineer,junior database,True,Rule 6 (Invalid title)
3538,junior mechanical engineer,trainee sales,True,Rule 6 (Invalid title)
3539,database,junior network security engineer,True,Rule 6 (Invalid title)
3540,intern automation testing,lead operations manager,True,Rule 6 (Invalid title)
3541,intern web designing,trainee dotnet developer,True,Rule 6 (Invalid title)
3542,senior blockchain,intern mechanical engineer,True,Rule 6 (Invalid title)
3543,health fitness,lead testing,True,Rule 6 (Invalid title)
3544,jr network security engineer,sr data science,True,Rule 6 (Invalid title)
3545,junior dotnet developer,trainee automation testing,True,Rule 6 (Invalid title)
3546,jr database,jr health fitness,True,Rule 6 (Invalid title)
3547,mid arts,junior operations manager,True,Rule 6 (Invalid title)
3548,junior arts,trainee operations manager,True,Rule 6 (Invalid title)
3549,junior,trainee database,True,Rule 6 (Invalid title)
3550,middle,mid database,True,Rule 6 (Invalid title)
3551,middle automation testing,trainee database,True,Rule 6 (Invalid title)
3552,mid,junior mechanical engineer,True,Rule 6 (Invalid title)
3553,devops engineer,sr testing,True,Rule 6 (Invalid title)
3554,jr sales,middle operations manager,True,Rule 6 (Invalid title)
3555,mid web designing,trainee operations manager,True,Rule 6 (Invalid title)
3556,senior civil engineer,mid health fitness,True,Rule 6 (Invalid title)
3557,,senior sales,True,Rule 6 (Invalid title)
3558,business analyst,junior health fitness,True,Rule 6 (Invalid title)
3559,intern web designing,lead network security engineer,True,Rule 6 (Invalid title)
3560,intern business analyst,lead automation testing,True,Rule 6 (Invalid title)
3561,,trainee automation testing,True,Rule 6 (Invalid title)
3562,jr web designing,junior automation testing,True,Rule 6 (Invalid title)
3563,database,arts,True,Rule 6 (Invalid title)
3564,senior data science,trainee devops engineer,True,Rule 6 (Invalid title)
3565,jr health fitness,trainee developer,True,Rule 6 (Invalid title)
3566,jr developer,mid data science,True,Rule 6 (Invalid title)
3567,junior,lead operations manager,True,Rule 6 (Invalid title)
3568,testing,middle hr,True,Rule 6 (Invalid title)
3569,sr hr,junior testing,True,Rule 6 (Invalid title)
3570,web designing,junior developer,True,Rule 6 (Invalid title)
3571,senior developer,middle testing,True,Rule 6 (Invalid title)
3572,mid automation testing,lead advocate,True,Rule 6 (Invalid title)
3573,middle blockchain,sr network security engineer,True,Rule 6 (Invalid title)
3574,mid web designing,trainee developer,True,Rule 6 (Invalid title)
3575,middle n/a,intern web designing,True,Rule 6 (Invalid title)
3576,senior sales,sr,True,Rule 6 (Invalid title)
3577,jr,trainee network security engineer,True,Rule 6 (Invalid title)
3578,jr n/a,middle network security engineer,True,Rule 6 (Invalid title)
3579,sr,trainee civil engineer,True,Rule 6 (Invalid title)
3580,senior sales,middle civil engineer,True,Rule 6 (Invalid title)
3581,junior database,junior operations manager,True,Rule 6 (Invalid title)
3582,jr n/a,senior dotnet developer,True,Rule 6 (Invalid title)
3583,jr advocate,lead data science,True,Rule 6 (Invalid title)
3584,mid testing,trainee dotnet developer,True,Rule 6 (Invalid title)
3585,intern health fitness,junior data science,True,Rule 6 (Invalid title)
3586,senior blockchain,trainee data science,True,Rule 6 (Invalid title)
3587,jr testing,middle civil engineer,True,Rule 6 (Invalid title)
3588,intern civil engineer,lead arts,True,Rule 6 (Invalid title)
3589,senior n/a,sr,True,Rule 6 (Invalid title)
3590,middle automation testing,lead civil engineer,True,Rule 6 (Invalid title)
3591,database,intern civil engineer,True,Rule 6 (Invalid title)
3592,junior automation testing,junior mechanical engineer,True,Rule 6 (Invalid title)
3593,jr,lead health fitness,True,Rule 6 (Invalid title)
3594,mid automation testing,trainee database,True,Rule 6 (Invalid title)
3595,senior automation testing,mid developer,True,Rule 6 (Invalid title)
3596,intern health fitness,trainee network security engineer,True,Rule 6 (Invalid title)
3597,jr blockchain,junior devops engineer,True,Rule 6 (Invalid title)
3598,dotnet developer,mid web designing,True,Rule 6 (Invalid title)
3599,intern dotnet developer,trainee arts,True,Rule 6 (Invalid title)
3600,senior data science,mid dotnet developer,True,Rule 6 (Invalid title)
3601,intern testing,sr health fitness,True,Rule 6 (Invalid title)
3602,jr data science,middle mechanical engineer,True,Rule 6 (Invalid title)
